timestamp,protocolo,info
2025-11-23T17:09:39.002945-03:00,DNS,consulta DNS detectada
2025-11-23T17:09:39.002945-03:00,DNS,consulta DNS detectada
2025-11-23T17:09:57.2178998-03:00,DNS,consulta DNS detectada
2025-11-23T17:09:57.2178998-03:00,DNS,consulta DNS detectada
2025-11-23T17:09:57.4866696-03:00,DNS,consulta DNS detectada
2025-11-23T17:09:57.4871888-03:00,DNS,consulta DNS detectada
